gene_id,gene_symbol,chromosome,loeuf,loeuf_quintile,analysis_stratum,mutation_rate_correction,mu_snp_PTV,mu_snp_Mis2,mu_snp_Mis1,mu_snp_Mis0,mu_snp_Syn,corrected_mu_snp_PTV,corrected_mu_snp_Mis2,corrected_mu_snp_Mis1,corrected_mu_snp_Mis0,corrected_mu_snp_Syn
ENSG00000101350,KIF3B,20,0.451,2,LOEUF2,0.92710065181065,2.4593e-06,2.3366e-06,5.2146e-06,1.7373e-05,8.9092e-06,2.28001863299793e-06,2.16626338302076e-06,4.83445905893181e-06,1.61065196239064e-05,8.25972512711144e-06
ENSG00000101353,MROH8,20,0.851,3,LOEUF3,0.927740767675774,3.276e-06,0,1.5346e-06,2.7509e-05,1.2444e-05,3.03927875490583e-06,0,1.42371098207524e-06,2.55212207779929e-05,1.15448061129573e-05
ENSG00000101361,NOP56,20,0.404,1,LOEUF1_mu2,1.03408239695968,2.4272e-06,0,5.1836e-06,1.4248e-05,7.2475e-06,2.50992479390053e-06,0,5.36026951288018e-06,1.47336059918815e-05,7.49451217196525e-06
ENSG00000101363,MANBAL,20,1.815,5,LOEUF5,0.994483179873722,2.5416e-07,0,2.9062e-07,2.7527e-06,1.6321e-06,2.52757844996705e-07,0,2.89016701734901e-07,2.73751384923839e-06,1.6230959978719e-06
ENSG00000101365,IDH3B,20,1.264,4,LOEUF4,0.94326626558396,1.0163e-06,0,1.443e-06,1.1413e-05,5.429e-06,9.58641505712979e-07,0,1.36113322123766e-06,1.07654978891097e-05,5.12099255585532e-06
ENSG00000101367,MAPRE1,20,0.21,1,LOEUF1_mu2,0.982388264166408,8.9573e-07,1.8271e-06,1.6319e-06,4.6985e-06,3.9585e-06,8.79954639861777e-07,1.79492159745844e-06,1.60315940829316e-06,4.61575125918587e-06,3.88878394370273e-06
ENSG00000101384,JAG1,20,0.146,1,LOEUF1_mu1,0.927258564695505,3.8805e-06,4.4556e-06,8.6028e-06,2.9871e-05,1.9704e-05,3.59822686030091e-06,4.13149326085729e-06,7.9770199803625e-06,2.76981405860194e-05,1.82707027587602e-05
ENSG00000101391,CDK5RAP1,20,1.356,4,LOEUF4,0.955462867103259,1.6405e-06,7.9508e-08,1.5562e-06,1.7502e-05,6.5263e-06,1.5674368334829e-06,7.59669416376459e-08,1.48689131378609e-06,1.67225111000412e-05,6.235637309576e-06
ENSG00000101400,SNTA1,20,0.707,2,LOEUF2,1.0305920707138,1.321e-06,1.1691e-07,2.0215e-06,1.7155e-05,9.7786e-06,1.36141212541293e-06,1.2048651898715e-07,2.08334187094794e-06,1.76798069730952e-05,1.00777476226819e-05
ENSG00000101405,OXT,20,0.729,2,LOEUF2,1.20906815302637,2.6906e-07,8.4153e-08,3.8659e-07,3.2955e-06,2.0122e-06,3.25311877253275e-07,1.01746712281628e-07,4.67413657278464e-07,3.9844840982984e-06,2.43288693751966e-06
ENSG00000101407,TTI1,20,0.82,3,LOEUF3,0.979973868537136,2.1051e-06,0,1.3346e-07,3.0663e-05,1.2344e-05,2.06294299065753e-06,0,1.30787312494966e-07,3.00489387309542e-05,1.20967974332224e-05
ENSG00000101412,E2F1,20,0.225,1,LOEUF1_mu2,1.0437423358779,8.6186e-07,1.7645e-06,4.9169e-06,1.137e-05,8.6274e-06,8.9955976959973e-07,1.84168335165656e-06,5.13197669127807e-06,1.18673503589318e-05,9.00478262855303e-06
ENSG00000101413,RPRD1B,20,0.603,2,LOEUF2,0.965708951581683,1.3087e-06,2.6759e-06,2.2077e-06,4.9643e-06,4.1032e-06,1.26382330493495e-06,2.58414058353743e-06,2.13199565240688e-06,4.79406894833695e-06,3.96249697012996e-06
ENSG00000101417,PXMP4,20,1.25,4,LOEUF4,0.972070544782933,5.8331e-07,0,1.3919e-07,7.3776e-06,3.5782e-06,5.67018469477332e-07,0,1.35302499128336e-07,7.17154765119056e-06,3.47826282334229e-06
ENSG00000101421,CHMP4B,20,0.302,1,LOEUF1_mu2,0.93481623625616,6.3731e-07,1.3192e-06,3.0987e-06,2.9839e-06,3.9416e-06,5.95767735528413e-07,1.23320957886913e-06,2.89671507128696e-06,2.78939816736476e-06,3.68467167682728e-06
ENSG00000101425,BPI,20,1.252,4,LOEUF4,0.956975974233719,1.3497e-06,0,2.9269e-08,1.5068e-05,8.214e-06,1.29163047242325e-06,0,2.80097297898467e-08,1.44197139797537e-05,7.86060065235577e-06
ENSG00000101435,CST9L,20,1.975,5,LOEUF5,1.05239906373536,3.2449e-07,0,2.9407e-08,3.6877e-06,1.727e-06,3.41492972191486e-07,0,3.09478992672656e-08,3.88093202733687e-06,1.81749318307096e-06
ENSG00000101438,SLC32A1,20,0.317,1,LOEUF1_mu2,0.935158971705896,7.1083e-07,1.6505e-06,2.8096e-06,1.0543e-05,7.4896e-06,6.64739051857702e-07,1.54347988280058e-06,2.62742264690488e-06,9.85938103869526e-06,7.00396663448848e-06
ENSG00000101439,CST3,20,1.596,5,LOEUF5,1.10489545276721,4.0441e-07,0,2.5237e-07,4.5564e-06,2.4099e-06,4.46830770053587e-07,0,2.7884246541486e-07,5.03434564098851e-06,2.6626875516237e-06
ENSG00000101440,ASIP,20,1.576,5,LOEUF5,1.0132180089032,3.7202e-07,0,0,3.9436e-06,1.5922e-06,3.76937363672167e-07,0,0,3.99572653991064e-06,1.61324571377567e-06
ENSG00000101441,CST4,20,1.927,5,LOEUF5,1.19191049083272,4.1326e-07,0,0,4.5872e-06,2.0942e-06,4.9256892944153e-07,0,0,5.46753180354785e-06,2.49609894990188e-06
ENSG00000101442,ACTR5,20,1.006,3,LOEUF3,1.06707144754485,1.4728e-06,0,1.19e-06,1.8371e-05,7.7725e-06,1.57158282794405e-06,0,1.26981502257837e-06,1.96031695628464e-05,8.29381282604232e-06
ENSG00000101443,WFDC2,20,0.572,2,LOEUF2,1.08094106880652,3.144e-07,0,2.4252e-07,3.3583e-06,1.6312e-06,3.3984787203277e-07,0,2.62149828006957e-07,3.63012439137294e-06,1.7632310714372e-06
ENSG00000101444,AHCY,20,0.616,2,LOEUF2,0.990518617137284,1.0785e-06,3.4644e-07,2.1497e-06,1.5989e-05,8.9435e-06,1.06827432858256e-06,3.43155269721041e-07,2.12931787126002e-06,1.5837402169408e-05,8.8587032523673e-06
ENSG00000101445,PPP1R16B,20,0.169,1,LOEUF1_mu2,0.910668152763521,1.7354e-06,2.0857e-06,5.2839e-06,1.4654e-05,9.2406e-06,1.58037351230581e-06,1.89938056621888e-06,4.81187945238717e-06,1.33449311105966e-05,8.41512013242659e-06
ENSG00000101446,SPINT3,20,1.922,5,LOEUF5,0.944195001143738,4.3401e-07,2.7301e-08,1.6859e-07,2.3563e-06,1.0825e-06,4.09790072446394e-07,2.57774677262252e-08,1.59181835242823e-07,2.22480668119499e-06,1.0220910887381e-06
ENSG00000101447,FAM83D,20,1.166,4,LOEUF4,1.01750420724522,1.1148e-06,0,5.1887e-07,1.7088e-05,7.9234e-06,1.13431369023697e-06,0,5.27952408013328e-07,1.73871118934063e-05,8.06209283568679e-06
ENSG00000101448,EPPIN,20,1.191,4,LOEUF4,0.992855377950191,5.8333e-07,0,1.7153e-08,3.199e-06,1.4126e-06,5.79162327619685e-07,0,1.70304482979796e-08,3.17614435406266e-06,1.40250750689244e-06
ENSG00000101452,DHX35,20,1.131,4,LOEUF4,0.985687475629767,3.1525e-06,0,3.1611e-06,1.9858e-05,9.7449e-06,3.10737976692284e-06,0,3.11585667921326e-06,1.95737818910559e-05,9.60542588126451e-06
ENSG00000101457,DNTTIP1,20,0.42,1,LOEUF1_mu2,0.94259160405443,1.2547e-06,1.4864e-06,1.5199e-06,8.8544e-06,4.108e-06,1.18266968560709e-06,1.40106816026651e-06,1.43264497900233e-06,8.34608309893955e-06,3.8721663094556e-06
ENSG00000101460,MAP1LC3A,20,1.328,4,LOEUF4,1.00322016156921,2.273e-07,8.2609e-07,8.332e-07,2.1427e-06,1.8118e-06,2.28031942724681e-07,8.28750143270706e-07,8.35883038619463e-07,2.14959984019434e-06,1.81763428873109e-06
ENSG00000101463,SYNDIG1,20,0.768,3,LOEUF3,0.965586379589976,4.3841e-07,0,5.0761e-07,9.5779e-06,5.0159e-06,4.23322724676041e-07,0,4.90141302143667e-07,9.24828978507483e-06,4.84328472138536e-06
ENSG00000101464,PIGU,20,0.865,3,LOEUF3,1.05432288266661,1.2419e-06,8.1578e-09,1.0052e-06,1.1755e-05,5.7112e-06,1.30936358798366e-06,8.60095521221764e-09,1.05980536165647e-06,1.2393565485746e-05,6.02144884748552e-06
ENSG00000101470,TNNC2,20,1.08,4,LOEUF4,0.987303170517177,4.0987e-07,3.1382e-07,8.3015e-07,3.7939e-06,2.1888e-06,4.04665950499875e-07,3.098354809717e-07,8.19609727004834e-07,3.74572949862512e-06,2.161009179628e-06
ENSG00000101473,ACOT8,20,1.001,3,LOEUF3,0.938842272933806,1.44e-06,0,5.6264e-07,1.0569e-05,5.2277e-06,1.35193287302468e-06,0,5.28230216443477e-07,9.9226239826374e-06,4.90798575021606e-06
ENSG00000101474,APMAP,20,1.294,4,LOEUF4,0.991472846688851,1.7655e-06,6.0441e-09,5.1529e-07,1.3807e-05,6.3977e-06,1.75044531082917e-06,5.99256103267209e-09,5.10896043170298e-07,1.3689265594233e-05,6.34314583126126e-06
ENSG00000101489,CELF4,18,0.231,1,LOEUF1_mu2,0.996437783670779,1.9257e-06,3.6121e-06,4.3589e-06,8.6492e-06,7.6168e-06,1.91884024001482e-06,3.59923291839722e-06,4.34337265524256e-06,8.61838967852531e-06,7.58966731066359e-06
ENSG00000101493,ZNF516,18,0.176,1,LOEUF1_mu1,1.19982387721723,1.8075e-06,1.334e-06,5.8424e-06,4.7196e-05,2.8897e-05,2.16868165807015e-06,1.60056505220779e-06,7.00985102025397e-06,5.66268877091446e-05,3.46713105799464e-05
ENSG00000101542,CDH20,18,0.411,1,LOEUF1_mu1,1.08522858856483,1.7045e-06,4.7833e-07,2.1699e-06,2.3498e-05,1.2053e-05,1.84977212920876e-06,5.19097390768217e-07,2.35483751432683e-06,2.55007013740965e-05,1.30802601779719e-05
ENSG00000101544,ADNP2,18,0.392,1,LOEUF1_mu1,1.10504375607165,1.721e-06,0,2.2086e-06,3.0599e-05,1.5056e-05,1.90178030419931e-06,0,2.44059963965985e-06,3.38132338920364e-05,1.66375387914148e-05
ENSG00000101546,RBFA,18,1.143,4,LOEUF4,0.983909049607831,9.1659e-07,0,4.7895e-08,1.0762e-05,5.4873e-06,9.01841195780042e-07,0,4.71243239309671e-08,1.05888291918795e-05,5.39900412791305e-06
ENSG00000101557,USP14,18,0.348,1,LOEUF1_mu2,0.972453980741002,2.0451e-06,9.3842e-07,2.5706e-06,9.7445e-06,5.1195e-06,1.98876563601342e-06,9.12570264606971e-07,2.49979020289282e-06,9.4760778153307e-06,4.97847815440356e-06
ENSG00000101558,VAPA,18,0.589,2,LOEUF2,1.01827856281531,7.5637e-07,1.3166e-06,1.308e-06,5.4028e-06,3.0918e-06,7.70195356556614e-07,1.34066555580263e-06,1.33190836016242e-06,5.50155541917854e-06,3.14831366051237e-06
ENSG00000101574,METTL4,18,0.954,3,LOEUF3,0.934121456196457,1.4612e-06,0,5.0138e-07,1.1308e-05,3.9119e-06,1.36493827179426e-06,0,4.68349815707779e-07,1.05630454266695e-05,3.65418972449492e-06
ENSG00000101577,LPIN2,18,0.51,2,LOEUF2,0.979260186089591,3.4143e-06,3.1963e-07,6.1771e-06,2.1434e-05,1.3223e-05,3.34348805336569e-06,3.13000933279816e-07,6.04898809549401e-06,2.09894628286443e-05,1.29487574406627e-05
ENSG00000101596,SMCHD1,18,0.153,1,LOEUF1_mu1,0.970423133269101,7.2505e-06,4.492e-06,1.1163e-05,3.7585e-05,1.8535e-05,7.03605292776761e-06,4.3591407146448e-06,1.0832833436683e-05,3.64733534639191e-05,1.79867927751428e-05
ENSG00000101605,MYOM1,18,0.953,3,LOEUF3,0.956482881818013,5.9718e-06,0,1.5203e-06,5.4638e-05,2.4437e-05,5.71192447364081e-06,0,1.45414092522793e-06,5.22603116967726e-05,2.33735721829868e-05
ENSG00000101608,MYL12A,18,1.756,5,LOEUF5,0.915453635417362,3.3465e-07,5.1293e-07,1.1333e-06,3.5568e-06,1.7053e-06,3.0635655909242e-07,4.69563633214627e-07,1.0374836050185e-06,3.25608549045247e-06,1.56112308447723e-06
ENSG00000101624,CEP76,18,0.758,3,LOEUF3,0.95285337631579,3.0188e-06,6.266e-07,1.392e-06,1.7148e-05,6.4608e-06,2.87647377242211e-06,5.97057925599474e-07,1.32637189983158e-06,1.63395296970632e-05,6.15619509370106e-06
ENSG00000101638,ST8SIA5,18,0.855,3,LOEUF3,0.951972207290387,1.1464e-06,3.1243e-08,2.1256e-06,1.1389e-05,6.1168e-06,1.0913409384377e-06,2.97424676723735e-08,2.02351212381645e-06,1.08420114688302e-05,5.82302359755384e-06
ENSG00000101639,CEP192,18,0.602,2,LOEUF2,0.897892328048998,7.5603e-06,1.4383e-07,3.2168e-06,6.5594e-05,2.7471e-05,6.78833536774884e-06,1.29143853543287e-07,2.88834004086802e-06,5.8896349366046e-05,2.4666000143834e-05
ENSG00000101654,RNMT,18,0.761,3,LOEUF3,0.961661218480644,1.4225e-06,0,1.1375e-06,1.1955e-05,4.4493e-06,1.36796308328872e-06,0,1.09388963602173e-06,1.14966598669361e-05,4.27871925938593e-06
ENSG00000101665,SMAD7,18,0.507,2,LOEUF2,1.28592397374504,8.0768e-07,1.8669e-06,3.4399e-06,9.0675e-06,7.2729e-06,1.03861507511439e-06,2.40069146658462e-06,4.42344987728556e-06,1.16601156319332e-05,9.3523964686503e-06
ENSG00000101670,LIPG,18,1.178,4,LOEUF4,0.958833569452413,1.344e-06,1.7382e-08,1.1836e-06,1.7481e-05,8.1829e-06,1.28867231734404e-06,1.66664451042219e-08,1.13487541280388e-06,1.67613696275976e-05,7.84603921547215e-06
ENSG00000101680,LAMA1,18,0.621,2,LOEUF2,0.966786487802476,8.9902e-06,0,2.5654e-06,9.6964e-05,4.7212e-05,8.69160388264182e-06,0,2.48019405580847e-06,9.37434850032792e-05,4.56439236621305e-05
ENSG00000101695,RNF125,18,1.284,4,LOEUF4,0.969835617990038,6.4684e-07,7.24e-08,2.983e-07,6.8069e-06,2.4632e-06,6.27328471140676e-07,7.02160987424788e-08,2.89301964846428e-07,6.60157406809639e-06,2.38889909423306e-06
ENSG00000101745,ANKRD12,18,0.197,1,LOEUF1_mu1,1.10993671271174,4.9786e-06,3.5666e-06,6.3894e-06,3.8893e-05,1.7356e-05,5.52593091790665e-06,3.95870027955768e-06,7.09182963220037e-06,4.31687685674976e-05,1.92640615858249e-05
ENSG00000101746,NOL4,18,0.221,1,LOEUF1_mu2,0.969364514993356,2.4346e-06,3.9804e-06,6.3328e-06,8.9578e-06,7.7493e-06,2.36001484820282e-06,3.85845851547955e-06,6.13879160054992e-06,8.68337345240748e-06,7.51189643603801e-06
ENSG00000101751,POLI,18,0.93,3,LOEUF3,1.04343057399777,1.6381e-06,0,4.1423e-07,1.8229e-05,6.4464e-06,1.70924362326575e-06,0,4.32220246667097e-07,1.90206959334054e-05,6.72637085221923e-06
ENSG00000101752,MIB1,18,1.973,5,LOEUF5,1.01039331250419,4.0169e-06,3.7518e-06,7.6089e-06,1.7996e-05,1.0101e-05,4.05864889699807e-06,3.79079362985321e-06,7.68798167551312e-06,1.81830380518254e-05,1.02059828496048e-05
ENSG00000101773,RBBP8,18,0.749,3,LOEUF3,0.93550745388204,3.0008e-06,0,7.8003e-07,2.3367e-05,8.0615e-06,2.80727076760922e-06,0,7.29723879251607e-07,2.18600026748616e-05,7.54159333947006e-06
ENSG00000101782,RIOK3,18,0.802,3,LOEUF3,0.938264350617726,1.7642e-06,8.397e-08,2.6958e-06,1.2289e-05,5.0894e-06,1.65528596735979e-06,7.87860575213705e-08,2.52937303639527e-06,1.15303306047412e-05,4.77520258603386e-06
ENSG00000102189,EEA1,12,0.304,1,LOEUF1_mu1,0.968272676775978,4.9866e-06,1.8067e-08,1.4774e-06,3.0017e-05,1.2538e-05,4.82838853001109e-06,1.74937824513116e-08,1.43052605266883e-06,2.90646409387845e-05,1.21402028214172e-05
ENSG00000102445,RUBCNL,13,1.27,4,LOEUF4,0.955339195460385,1.7306e-06,0,4.5835e-07,1.8286e-05,8.4949e-06,1.65331001166374e-06,0,4.37879720239268e-07,1.74693325281886e-05,8.11551093151643e-06
ENSG00000102452,NALCN,13,0.522,2,LOEUF2,0.951671267343056,6.5169e-06,8.6162e-06,1.8509e-05,3.283e-05,2.37e-05,6.20194648214796e-06,8.19978997368124e-06,1.76144834872526e-05,3.12433677068725e-05,2.25546090360304e-05
ENSG00000102466,FGF14,13,0.392,1,LOEUF1_mu2,1.08545080123088,6.7944e-07,1.147e-06,1.3035e-06,4.1186e-06,2.558e-06,7.3749869238831e-07,1.24501206901182e-06,1.41488511940445e-06,4.4705376699495e-06,2.77658314954859e-06
ENSG00000102468,HTR2A,13,0.52,2,LOEUF2,0.927335725880418,8.1428e-07,9.694e-07,4.306e-06,9.4438e-06,6.7577e-06,7.55110934869907e-07,8.98959252668478e-07,3.99310763564108e-06,8.7575731280695e-06,6.2666566347821e-06
ENSG00000102471,NDFIP2,13,0.514,2,LOEUF2,1.19297733616897,8.3862e-07,1.1016e-06,1.2222e-06,6.8923e-06,4.2484e-06,1.00045465365802e-06,1.31418383352373e-06,1.45805690026571e-06,8.22235769407736e-06,5.06824491498023e-06
ENSG00000102524,TNFSF13B,13,0.244,1,LOEUF1_mu2,0.953904643054951,7.9136e-07,6.642e-07,1.7084e-06,4.5846e-06,2.9302e-06,7.54881978327966e-07,6.33583463917099e-07,1.62965069219508e-06,4.37327122654973e-06,2.79513138507962e-06
ENSG00000102531,FNDC3A,13,0.221,1,LOEUF1_mu1,0.952001987771072,4.239e-06,9.1109e-08,1.3561e-06,3.064e-05,1.0729e-05,4.03553642616157e-06,8.67359491038346e-08,1.29100989561635e-06,2.91693409053056e-05,1.02140293267958e-05
ENSG00000102539,MLNR,13,1.159,4,LOEUF4,1.20470037281966,6.3061e-07,8.2164e-08,1.1325e-06,1.1698e-05,6.5682e-06,7.59696102103808e-07,9.89830014323548e-08,1.36432317221827e-06,1.40925849612444e-05,7.91271298875411e-06
ENSG00000102543,CDADC1,13,1.1,4,LOEUF4,0.9553276425621,1.401e-06,3.1804e-07,1.9244e-06,1.1016e-05,4.8961e-06,1.3384140272295e-06,3.0383240344045e-07,1.83843251534651e-06,1.05238893104641e-05,4.6773796707483e-06
ENSG00000102547,CAB39L,13,1.003,3,LOEUF3,0.9498411788344,1.4733e-06,0,9.6485e-07,8.0559e-06,3.4014e-06,1.39940100877672e-06,0,9.1645426139837e-07,7.65182555257204e-06,3.23078978568733e-06
ENSG00000102554,KLF5,13,0.437,2,LOEUF2,1.08380838030246,9.4272e-07,1.7245e-06,2.3913e-06,9.9004e-06,6.2688e-06,1.02172783627874e-06,1.8690275518316e-06,2.59171097981728e-06,1.07301364883465e-05,6.79417797444009e-06
ENSG00000102572,STK24,13,0.58,2,LOEUF2,0.941487818741684,1.4601e-06,3.0247e-06,2.4583e-06,8.9907e-06,7.3932e-06,1.37466636414473e-06,2.84771820534797e-06,2.31445950481268e-06,8.46463453196085e-06,6.96060774152101e-06
ENSG00000102575,ACP5,19,0.724,2,LOEUF2,0.918024130087551,1.0012e-06,0,9.5835e-07,1.1521e-05,5.7719e-06,9.19125759043656e-07,0,8.79788425069405e-07,1.05765560027387e-05,5.29874347645234e-06
ENSG00000102580,DNAJC3,13,0.516,2,LOEUF2,0.976263174329925,1.8935e-06,4.0738e-07,1.4167e-06,1.1793e-05,5.4465e-06,1.84855432059371e-06,3.97710091958525e-07,1.3830720390732e-06,1.15130716148728e-05,5.31721737898794e-06
ENSG00000102595,UGGT2,13,1.059,4,LOEUF4,0.980835341393563,4.8374e-06,0,2.5504e-07,3.7872e-05,1.3489e-05,4.74469288045722e-06,0,2.50152245469014e-07,3.7146196049257e-05,1.32304879200578e-05
ENSG00000102606,ARHGEF7,13,0.187,1,LOEUF1_mu1,1.10109351434228,2.522e-06,1.8401e-06,7.0157e-06,2.2705e-05,1.2815e-05,2.77695784317124e-06,2.02612217574124e-06,7.72494176857116e-06,2.50003282431415e-05,1.41105133862964e-05
ENSG00000102678,FGF9,13,0.323,1,LOEUF1_mu2,0.961584409123954,6.1069e-07,1.0914e-06,1.0276e-06,3.9146e-06,2.7795e-06,5.87229982807908e-07,1.04947322411788e-06,9.88124138815775e-07,3.76421832795663e-06,2.67272386516003e-06
ENSG00000102683,SGCG,13,1.046,3,LOEUF3,1.05491351399723,8.3593e-07,0,0,8.5866e-06,3.8801e-06,8.81833853755707e-07,0,0,9.05812037928864e-06,4.09316992566066e-06
ENSG00000102699,PARP4,13,0.837,3,LOEUF3,0.924312621393161,4.9287e-06,2.4704e-08,1.1479e-06,4.5338e-05,2.0137e-05,4.55565961706047e-06,2.28342189988966e-08,1.06101845809721e-06,4.19064856287231e-05,1.86128832569941e-05
ENSG00000102710,SUPT20H,13,0.808,3,LOEUF3,0.949142469879089,2.9524e-06,3.6787e-08,1.3221e-06,1.9755e-05,7.9185e-06,2.80224822807102e-06,3.4916104039442e-08,1.25486125942714e-06,1.87503094924614e-05,7.51578464773757e-06
ENSG00000102738,MRPS31,13,0.873,3,LOEUF3,0.987934029948451,1.2498e-06,0,1.0213e-07,9.6317e-06,3.4702e-06,1.23471995062957e-06,0,1.00897702478635e-07,9.5154841962545e-06,3.42832867072712e-06
ENSG00000102743,SLC25A15,13,1.379,4,LOEUF4,0.940784902542689,8.6397e-07,0,1.3797e-06,7.9286e-06,3.9302e-06,8.12809932249807e-07,0,1.29800093003815e-06,7.45910717829996e-06,3.69747282397327e-06
ENSG00000102753,KPNA3,13,0.332,1,LOEUF1_mu2,0.951850529169618,1.8167e-06,3.3175e-06,5.5933e-06,3.9369e-06,4.884e-06,1.72922685634244e-06,3.15776413052021e-06,5.32398556480442e-06,3.74734034828787e-06,4.64883798446441e-06
ENSG00000102755,FLT1,13,0.246,1,LOEUF1_mu1,0.98849199000256,4.004e-06,7.3799e-07,3.1628e-06,3.572e-05,1.5916e-05,3.95792192797025e-06,7.29497203701989e-07,3.1264024659801e-06,3.53089338828914e-05,1.57328385128807e-05
ENSG00000102760,RGCC,13,1.518,5,LOEUF5,1.17385370632114,3.2955e-07,1.368e-08,1.5215e-07,3.5326e-06,1.7745e-06,3.8684348891813e-07,1.60583187024731e-08,1.78601841416761e-07,4.14675560295004e-06,2.08300340186686e-06
ENSG00000102763,VWA8,13,1.15,4,LOEUF4,1.00010825964815,6.9073e-06,0,3.5389e-06,5.0929e-05,2.0988e-05,6.90804778186764e-06,0,3.53928312006882e-06,5.09345135556204e-05,2.09902721534953e-05
ENSG00000102780,DGKH,13,0.374,1,LOEUF1_mu1,0.986108335175288,4.9584e-06,2.7943e-06,6.8169e-06,2.6724e-05,1.6072e-05,4.88951956913315e-06,2.75548252098031e-06,6.72220191005642e-06,2.63527591492244e-05,1.58487331629372e-05
ENSG00000102781,KATNAL1,13,0.439,2,LOEUF2,1.01277389448919,1.5208e-06,4.2613e-07,1.9238e-06,1.1781e-05,4.5839e-06,1.54022653873917e-06,4.31573339658681e-07,1.94837441821831e-06,1.19314892509772e-05,4.64245425494902e-06
ENSG00000102786,INTS6,13,0.136,1,LOEUF1_mu2,0.947547396235436,3.0625e-06,4.3651e-06,7.9194e-06,1.0872e-05,8.0636e-06,2.90186390097102e-06,4.1361391393073e-06,7.50400684974691e-06,1.03017352918717e-05,7.64064318428406e-06
ENSG00000102794,ACOD1,13,1.217,4,LOEUF4,0.899589601402903,9.1285e-07,7.0145e-08,8.5284e-07,1.2099e-05,5.4122e-06,8.2119036764064e-07,6.31017125904066e-08,7.67205995660452e-07,1.08841345873737e-05,4.86875884071279e-06
ENSG00000102796,DHRS12,13,1.276,4,LOEUF4,1.08664302746116,9.2353e-07,0,1.3314e-07,1.0285e-05,5.2676e-06,1.00354743515121e-06,0,1.44675652676179e-07,1.11761235374381e-05,5.72400081145442e-06
ENSG00000102802,MEDAG,13,1.23,4,LOEUF4,1.07786510745072,7.997e-07,0,4.6588e-07,7.4518e-06,3.4233e-06,8.61968726428343e-07,0,5.02155796259143e-07,8.03203520770129e-06,3.68985562233606e-06
ENSG00000102804,TSC22D1,13,0.328,1,LOEUF1_mu1,1.12297093309943,1.5032e-06,6.9909e-07,1.3542e-06,2.3997e-05,1.0927e-05,1.68804990663506e-06,7.85057749620479e-07,1.52072723760325e-06,2.6947933481587e-05,1.22707033859775e-05
ENSG00000102805,CLN5,13,1.226,4,LOEUF4,0.970125745204178,9.5932e-07,0,8.5205e-07,9.8269e-06,4.1445e-06,9.30661029889272e-07,0,8.2659564120122e-07,9.53332868554694e-06,4.02068615099872e-06
ENSG00000102837,OLFM4,13,1.102,4,LOEUF4,0.996083654733514,9.6459e-07,0,2.9387e-07,1.4343e-05,5.996e-06,9.608123325194e-07,0,2.92719103616538e-07,1.42868278598428e-05,5.97251759378215e-06
ENSG00000102854,MSLN,16,1.476,5,LOEUF5,1.20935336225234,1.9321e-06,0,3.3212e-08,2.8777e-05,1.4904e-05,2.33659163120775e-06,0,4.01650438671247e-08,3.48015617055356e-05,1.80242025110089e-05
ENSG00000102858,MGRN1,16,0.465,2,LOEUF2,1.37312732816606,2.1105e-06,0,3.059e-06,2.2926e-05,1.4607e-05,2.89798522609448e-06,0,4.20039649685999e-06,3.14803171255352e-05,2.00572708825217e-05
ENSG00000102870,ZNF629,16,0.166,1,LOEUF1_mu1,1.02810999641475,1.3953e-06,4.1967e-06,1.2772e-05,1.1821e-05,1.375e-05,1.43452187799751e-06,4.3146692219538e-06,1.31310208742092e-05,1.21532882676188e-05,1.41365124507029e-05
ENSG00000102871,TRADD,16,0.687,2,LOEUF2,1.06092307172465,4.8801e-07,2.6523e-07,3.5226e-06,7.616e-06,6.2085e-06,5.17741068232347e-07,2.81388626313529e-07,3.73720761245726e-06,8.07999011425495e-06,6.5867408908025e-06
ENSG00000102878,HSF4,16,1.108,4,LOEUF4,1.04428885775486,7.1523e-07,0,1.1917e-06,1.3225e-05,6.8848e-06,7.46906719732007e-07,0,1.24447903178646e-06,1.3810720143808e-05,7.18971992787065e-06
ENSG00000102879,CORO1A,16,0.32,1,LOEUF1_mu2,1.0347141799459,1.2371e-06,1.8241e-06,4.1992e-06,1.4798e-05,8.5668e-06,1.28004491201107e-06,1.88742213563931e-06,4.34497178442881e-06,1.53117004348394e-05,8.8641894367605e-06
ENSG00000102882,MAPK3,16,0.614,2,LOEUF2,0.973646697197279,1.2912e-06,3.1379e-06,3.1785e-06,8.5145e-06,6.2094e-06,1.25717261542113e-06,3.05520597113534e-06,3.09473602704155e-06,8.29011480328623e-06,6.04576180157679e-06
ENSG00000102886,GDPD3,16,1.507,5,LOEUF5,0.937508705920542,1.0075e-06,0,3.0651e-08,1.2536e-05,4.9226e-06,9.44540021214946e-07,0,2.87355793451705e-08,1.17526091374199e-05,4.61498035576446e-06
ENSG00000102890,ELMO3,16,0.97,3,LOEUF3,0.984351259208145,1.1534e-06,0,1.2167e-06,3.1791e-05,1.416e-05,1.13535074237067e-06,0,1.19766017707855e-06,3.12935108814861e-05,1.39384138303873e-05
ENSG00000102891,MT4,16,1.924,5,LOEUF5,1.06030441997029,2.1224e-07,0,0,1.8102e-06,4.9512e-07,2.25039010094494e-07,0,0,1.91936306103022e-06,5.24977924415689e-07
ENSG00000102893,PHKB,16,0.837,3,LOEUF3,0.940490394058249,3.8986e-06,0,2.4043e-06,2.8893e-05,1.2024e-05,3.66659585027549e-06,0,2.26122105443425e-06,2.7173588955525e-05,1.13084564981564e-05
